res1,res2,delta,Cscore,Real
1,19,18,0.5023377180099488,False
21,144,123,0.5019263803958893,False
107,131,24,0.5016644388437271,False
9,150,141,0.5015066094696522,False
58,97,39,0.4998240493237972,False
38,158,120,0.4998044937849045,False
84,133,49,0.49971373081207277,False
142,159,17,0.49933547526597977,False
26,131,105,0.4990809604525566,False
12,89,77,0.49878671318292617,False
69,143,74,0.4977222248911858,False
130,140,10,0.4976786807179451,False
41,138,97,0.4971244066953659,False
55,72,17,0.49711360186338427,False
17,112,95,0.49691634699702264,False
4,134,130,0.49668102264404296,False
28,140,112,0.49653530716896055,False
147,156,9,0.4963104031980038,False
23,35,12,0.496114781498909,False
37,105,68,0.4952953398227692,False
60,108,48,0.4951282531023026,False
92,140,48,0.4947629183530807,False
62,154,92,0.4940247267484665,False
79,150,71,0.49361185133457186,False
3,149,146,0.4934285968542099,False
9,51,42,0.493348528444767,False
38,50,12,0.4926846534013748,False
36,59,23,0.4925326928496361,False
97,114,17,0.49241518676280976,False
1,125,124,0.49234562516212466,False
102,121,19,0.4915129691362381,False
78,118,40,0.49137891083955765,False
33,75,42,0.4909470498561859,False
4,76,72,0.49072408825159075,False
79,118,39,0.4903882369399071,False
52,142,90,0.4902218759059906,False
84,155,71,0.48985540568828584,False
102,149,47,0.4897587150335312,False
10,61,51,0.4897572994232178,False
54,89,35,0.48969692587852476,False
85,157,72,0.4895880401134491,False
9,23,14,0.4893393948674202,False
18,139,121,0.4888642609119415,False
118,140,22,0.4887449383735657,False
76,131,55,0.4884151056408882,False
106,114,8,0.48831735402345655,False
133,154,21,0.4880979210138321,False
19,133,114,0.4872656360268593,False
144,157,13,0.48717339932918546,False
3,137,134,0.4867190018296242,False
8,47,39,0.4866888839751482,False
36,48,12,0.48653883785009383,False
121,127,6,0.4864987686276436,False
88,155,67,0.4860076382756233,False
88,103,15,0.48547726422548293,False
5,157,152,0.48518132865428926,False
3,70,67,0.48513203561306,False
19,144,125,0.4848982743918896,False
108,158,50,0.48474061191082,True
11,141,130,0.4830541104078293,False
75,155,80,0.48296344876289365,False
45,157,112,0.4823043406009674,False
72,92,20,0.48219636380672454,False
34,146,112,0.48195306211709976,False
16,153,137,0.48122295141220095,False
2,117,115,0.48098529130220413,False
69,84,15,0.48082863688468935,False
128,141,13,0.47971634566783905,False
2,67,65,0.4796240210533142,False
9,128,119,0.4796074777841568,False
34,152,118,0.4794279098510742,False
108,141,33,0.4794058039784431,False
109,141,32,0.4788520783185959,False
99,132,33,0.4783239521086216,False
20,144,124,0.4769344389438629,False
2,157,155,0.47692320942878724,False
55,144,89,0.4768836319446564,False
29,151,122,0.47656444683670995,False
75,123,48,0.476426774263382,False
24,47,23,0.4761840462684631,False
6,50,44,0.47605029568076135,False
84,159,75,0.47575166150927545,False
9,149,140,0.47554734349250793,False
9,124,115,0.47554381340742113,False
97,130,33,0.47493891417980194,False
88,121,33,0.474800081551075,False
29,152,123,0.47433610558509826,False
73,134,61,0.4739673614501953,False
27,111,84,0.4735939383506775,False
15,82,67,0.47320728600025175,False
21,27,6,0.4729565352201462,False
2,29,27,0.47277563661336897,False
16,132,116,0.4723352786153555,False
104,110,6,0.472120339423418,False
37,83,46,0.4720785140991211,False
41,117,76,0.47166275754570963,False
10,101,91,0.4712114050984383,False
1,65,64,0.4708765305578709,False
152,159,7,0.4707221120595932,False
56,136,80,0.4706158012151718,False
82,145,63,0.4703404143452644,False
12,158,146,0.4699179857969284,False
84,97,13,0.46913897395133974,False
23,120,97,0.46911815404891966,False
2,37,35,0.46907362937927244,False
35,134,99,0.4681446172297001,False
6,114,108,0.46798154413700105,False
69,88,19,0.4678424745798111,False
1,98,97,0.4677835166454315,False
25,84,59,0.46730034947395327,False
37,135,98,0.467117241024971,False
33,39,6,0.4669624298810959,False
107,128,21,0.4660820007324219,False
101,106,5,0.46572624444961547,False
5,144,139,0.4653147257864475,False
74,86,12,0.4652698740363121,False
89,150,61,0.4646434411406517,False
67,93,26,0.4643603801727295,False
39,48,9,0.4633658930659294,False
6,154,148,0.46334038972854613,False
19,140,121,0.4629960924386978,False
93,104,11,0.46259481459856033,False
38,109,71,0.46251431182026864,False
105,144,39,0.46233518719673156,False
7,139,132,0.4619045168161392,False
89,148,59,0.4613348364830017,False
149,155,6,0.4610801815986633,False
31,42,11,0.46091410219669343,False
89,143,54,0.4605717182159424,False
91,111,20,0.4605695575475693,False
65,98,33,0.46053161919116975,False
133,159,26,0.46047954708337785,True
62,117,55,0.4604381635785103,False
88,115,27,0.4599850133061409,False
62,91,29,0.4596511274576187,False
104,136,32,0.45915558040142057,False
123,144,21,0.45913205593824385,False
31,70,39,0.45901129841804506,False
108,129,21,0.45900135934352876,False
79,134,55,0.4584864556789398,False
69,85,16,0.4583309769630432,False
72,127,55,0.4582431688904762,False
68,82,14,0.4582023173570633,False
85,137,52,0.4580216258764267,False
3,146,143,0.45799708664417266,False
69,150,81,0.45761869847774506,False
79,92,13,0.4571868360042572,False
13,144,131,0.4571264047175646,False
81,146,65,0.4569485515356064,False
47,146,99,0.45693193525075915,False
103,140,37,0.45692890882492065,False
29,149,120,0.45642440021038055,False
128,135,7,0.4560363858938217,False
101,112,11,0.4554556615650654,False
64,119,55,0.4550480842590332,False
33,88,55,0.4548951804637909,False
64,134,70,0.4543960437178612,False
30,150,120,0.4543862961232662,False
19,78,59,0.4540432751178741,False
17,37,20,0.45402961075305937,False
119,148,29,0.4535096243023872,False
53,60,7,0.4531765982508659,False
33,78,45,0.4529748558998108,False
10,49,39,0.4529104232788086,False
30,144,114,0.4521140158176422,False
58,91,33,0.45186152309179306,False
93,101,8,0.45179066956043246,False
70,112,42,0.45178587138652804,False
100,114,14,0.4511167615652084,False
118,129,11,0.45058288872241975,False
94,148,54,0.45048285126686094,False
30,112,82,0.4504489541053772,False
68,87,19,0.45044237971305845,False
12,49,37,0.45041728541255,False
45,71,26,0.4503808498382568,False
61,154,93,0.4503268837928772,False
103,114,11,0.4500381678342819,False
30,116,86,0.4499953269958496,False
104,131,27,0.4497204303741455,False
36,83,47,0.448622639849782,False
52,145,93,0.44860259890556337,False
46,138,92,0.4484359294176102,False
8,23,15,0.44837855398654936,False
131,154,23,0.4482267737388611,False
111,128,17,0.4482086718082428,False
1,17,16,0.4479898393154144,False
27,149,122,0.44790148884058,False
5,26,21,0.44743154644966127,False
40,69,29,0.44731954783201217,False
22,110,88,0.44717120826244355,False
6,57,51,0.44649741649627683,False
17,136,119,0.44637219682335855,False
19,79,60,0.44624666720628736,False
12,62,50,0.44623550176620486,False
6,26,20,0.44607924968004226,False
9,22,13,0.445603346824646,False
101,137,36,0.44550788924098017,False
9,76,67,0.44514213427901267,False
125,157,32,0.44510561525821685,False
91,137,46,0.4449595272541046,False
28,98,70,0.44483208656311035,False
110,132,22,0.4440081506967545,False
16,82,66,0.4433983743190765,False
85,139,54,0.44308662712574004,False
20,53,33,0.4420938640832901,False
101,156,55,0.4412562370300293,False
92,117,25,0.4409994810819626,False
25,151,126,0.44063290059566496,False
104,124,20,0.44057264029979704,False
72,158,86,0.440199875831604,False
37,101,64,0.44003127217292787,False
36,148,112,0.439545726776123,False
19,50,31,0.43934946432709693,False
93,147,54,0.43926753997802737,False
26,111,85,0.43830895870923997,False
113,144,31,0.43812130242586134,False
73,102,29,0.43797168135643005,False
17,97,80,0.43765041083097456,False
11,19,8,0.43758793026208875,False
30,98,68,0.43752674348652365,False
40,141,101,0.4374654084444046,False
129,148,19,0.4374349061399698,False
60,144,84,0.4372565925121307,False
47,89,42,0.43718806803226473,False
39,140,101,0.43659633845090867,False
62,119,57,0.4364937782287598,False
66,110,44,0.4362039819359779,False
32,58,26,0.43620235547423364,False
68,143,75,0.43617978394031526,False
26,107,81,0.43606187477707864,False
4,91,87,0.4360449254512787,False
85,141,56,0.43499313592910765,False
5,141,136,0.43439407646656036,False
68,130,62,0.4338028386235237,False
70,130,60,0.4337351851165295,False
4,126,122,0.4336255967617035,False
8,115,107,0.43338566794991495,True
34,101,67,0.4331023275852203,False
125,146,21,0.43305798098444936,False
90,140,50,0.4323503546416759,False
74,156,82,0.43205767273902895,False
75,82,7,0.4320338800549507,False
98,118,20,0.4318657353520393,False
77,148,71,0.4312313348054886,False
8,159,151,0.4311855509877205,False
14,89,75,0.4311794310808182,False
102,159,57,0.43090501725673674,False
77,144,67,0.43063787221908567,False
19,117,98,0.4304200954735279,False
67,144,77,0.4301198720932007,False
41,159,118,0.4298388119786978,False
26,115,89,0.42983541935682296,False
66,138,72,0.42964856028556825,False
40,58,18,0.42903440818190575,True
129,149,20,0.4285610496997833,False
33,74,41,0.4283257991075516,False
33,72,39,0.42788573652505874,False
86,132,46,0.4277433782815933,False
60,152,92,0.42765559554100036,False
36,97,61,0.4274905312806368,False
6,101,95,0.42722220420837403,False
8,38,30,0.4270180225372314,False
74,79,5,0.42697650492191314,False
23,47,24,0.42697325348854065,False
12,87,75,0.42497103214263915,False
103,119,16,0.424966998398304,False
1,105,104,0.42483862936496736,False
107,137,30,0.42473811507225034,False
85,148,63,0.4246746838092804,False
119,127,8,0.4246543884277344,False
10,68,58,0.4246439978480339,False
58,106,48,0.4244595944881439,False
9,16,7,0.42420790791511537,False
16,78,62,0.4235860764980316,False
89,153,64,0.4234831064939499,False
30,124,94,0.4229838468134403,False
78,136,58,0.42285110130906106,False
21,39,18,0.42251415401697157,False
73,98,25,0.422513447701931,False
104,152,48,0.4218073055148125,False
80,144,64,0.42179092168807986,False
10,131,121,0.42118090093135835,False
56,87,31,0.4210773974657059,False
31,60,29,0.42097562849521636,False
52,139,87,0.42029220461845396,False
89,114,25,0.42007910907268525,False
27,142,115,0.41920981779694555,False
59,145,86,0.4191936641931534,False
6,88,82,0.41896467432379725,False
75,132,57,0.41867812275886535,False
97,116,19,0.41854054778814315,False
89,120,31,0.4184353888034821,False
32,70,38,0.4182097837328911,False
138,146,8,0.4181516170501709,False
10,63,53,0.41804692447185515,False
22,118,96,0.41795977056026457,False
79,104,25,0.4176611125469208,False
110,144,34,0.41717534363269804,False
23,139,116,0.4163987681269646,False
45,119,74,0.41612453758716583,False
67,98,31,0.41603188812732694,False
1,102,101,0.4158381476998329,False
3,27,24,0.41570969521999357,False
107,125,18,0.41553483456373214,False
105,130,25,0.4146636247634888,False
113,151,38,0.41446936279535296,True
123,137,14,0.41426828876137733,False
102,132,30,0.41408219635486604,False
58,68,10,0.4140476882457733,False
40,93,53,0.4133500188589096,True
37,150,113,0.41257252395153043,False
98,153,55,0.41247659623622895,False
88,157,69,0.4122537702322006,False
36,158,122,0.4116194173693657,False
1,8,7,0.41156618148088453,False
4,28,24,0.4111820012331009,False
23,34,11,0.41098238080739974,False
103,153,50,0.410778272151947,False
67,130,63,0.4106523782014847,False
5,31,26,0.4098056793212891,True
9,14,5,0.4091152399778366,True
19,42,23,0.40886562317609787,False
62,101,39,0.4085948884487152,False
8,150,142,0.4084721427410841,False
85,150,65,0.4083332896232605,False
78,148,70,0.4079833284020424,False
4,110,106,0.40759633779525756,True
72,101,29,0.4075177997350693,False
17,152,135,0.4073062688112259,False
37,139,102,0.40729486122727393,False
28,50,22,0.40636123809963465,False
7,157,150,0.40593870878219607,False
83,119,36,0.4059201776981354,False
16,97,81,0.4058372899889946,True
4,106,102,0.4058041930198669,False
12,155,143,0.4056609258055687,False
10,62,52,0.40559311509132384,False
16,89,73,0.4049496129155159,False
100,110,10,0.4044623762369156,False
23,109,86,0.40410344004631044,False
58,69,11,0.40403102338314056,False
11,150,139,0.40382746756076815,False
86,135,49,0.40358329713344576,False
26,50,24,0.4026035167276859,False
68,158,90,0.40232526510953903,False
145,153,8,0.40177886337041857,False
2,146,144,0.40157490670681,False
97,145,48,0.40129843950271604,False
88,108,20,0.401047582924366,False
58,127,69,0.4008988462388515,False
34,147,113,0.40083337724208834,False
51,57,6,0.4004926115274429,False
66,159,93,0.40040316581726076,False
107,150,43,0.40036938190460203,False
88,132,44,0.4001653894782066,False
53,149,96,0.4000737011432648,False
111,117,6,0.399741467833519,False
60,66,6,0.3997217521071434,False
1,150,149,0.39936806410551073,False
63,118,55,0.39917161986231803,False
25,68,43,0.39824873208999634,False
88,94,6,0.3980153173208237,False
97,141,44,0.39799754321575165,False
87,158,71,0.3976928398013115,False
12,71,59,0.3974644646048546,False
51,131,80,0.39723638296127317,False
125,153,28,0.39702655375003815,False
17,40,23,0.39653160721063613,False
110,127,17,0.3964764967560768,False
28,144,116,0.3962385654449463,False
82,136,54,0.39583381041884425,False
2,16,14,0.3955503419041634,False
66,154,88,0.39539834707975385,False
47,111,64,0.39536433666944504,False
30,117,87,0.39525496661663057,False
34,106,72,0.3944167673587799,False
21,145,124,0.39418713450431825,False
26,48,22,0.3939996063709259,False
120,155,35,0.39365517497062685,False
34,142,108,0.3932649686932564,False
101,123,22,0.39284931868314743,False
6,72,66,0.3919703230261803,False
8,45,37,0.39193588197231294,False
100,141,41,0.39178271889686583,False
90,155,65,0.3908227473497391,False
93,116,23,0.39062097668647766,False
128,157,29,0.390467432141304,False
74,102,28,0.3904120996594429,False
33,117,84,0.3899669647216797,False
3,143,140,0.389901664853096,False
84,148,64,0.38966442197561263,False
129,136,7,0.3896492302417755,False
88,110,22,0.38854392878711225,False
81,134,53,0.3883246123790741,False
2,112,110,0.3876473605632782,False
8,140,132,0.38758124560117724,False
103,118,15,0.3868644118309021,False
113,159,46,0.3866624772548676,False
87,109,22,0.3862676814198494,False
1,58,57,0.3862230360507965,False
6,28,22,0.3860091805458069,False
11,87,76,0.385838682949543,False
4,154,150,0.38567496091127396,False
42,52,10,0.3856383502483368,False
34,112,78,0.38528489172458646,False
37,58,21,0.385245718061924,False
115,154,39,0.3851424351334572,False
29,86,57,0.38469892293214797,False
79,90,11,0.3845705628395081,False
36,141,105,0.38425419181585313,False
111,140,29,0.3841930031776428,False
3,20,17,0.3840391464531422,False
97,136,39,0.38353779464960097,False
65,92,27,0.3833888068795204,False
65,70,5,0.3827296018600464,False
5,13,8,0.38252533972263336,False
25,72,47,0.38244236409664156,False
25,142,117,0.38239950835704806,False
47,128,81,0.38233783692121504,False
62,88,26,0.3817139908671379,False
6,144,138,0.38093734011054037,False
62,146,84,0.38056517392396927,False
73,79,6,0.3802373707294464,False
17,156,139,0.38017853945493696,False
50,88,38,0.3801458954811096,False
78,86,8,0.3800198223441839,False
74,87,13,0.3797107979655266,False
10,29,19,0.37967886328697203,False
13,147,134,0.37960134223103525,False
98,104,6,0.3792990490794182,False
20,122,102,0.3792561650276184,False
76,146,70,0.3792359992861748,False
51,81,30,0.3786644905805588,False
68,117,49,0.3785930164158344,False
6,119,113,0.3779925137758255,False
111,138,27,0.3776784732937813,False
99,131,32,0.3776490807533264,False
3,116,113,0.37739246934652326,False
89,101,12,0.37723719999194144,False
1,127,126,0.3769299626350403,False
17,60,43,0.3765425026416779,False
34,94,60,0.3764782935380936,False
119,145,26,0.3761270552873611,False
75,107,32,0.3761062309145927,False
103,144,41,0.37582688927650454,False
109,142,33,0.3749412402510643,False
12,106,94,0.37492955327033994,False
11,114,103,0.37470202147960663,False
19,109,90,0.37441913187503817,False
51,85,34,0.37397283017635347,False
39,50,11,0.37388276867568493,False
3,38,35,0.37373325750231745,False
9,143,134,0.37369862124323844,False
21,53,32,0.37347649186849596,False
19,24,5,0.37248374819755553,False
119,138,19,0.37240452170372007,False
29,154,125,0.3722235351800919,False
16,22,6,0.37215745598077776,False
70,114,44,0.3712801940739155,False
2,25,23,0.37076975405216217,False
6,65,59,0.3706256873905659,False
107,149,42,0.3703590095043182,False
74,130,56,0.37032433077692983,False
87,152,65,0.3700936570763588,False
116,158,42,0.36996397078037263,False
46,79,33,0.3698395058512688,False
3,118,115,0.36969636380672455,False
62,137,75,0.3692173518240452,False
53,58,5,0.36913241297006605,False
12,38,26,0.3686557814478874,False
94,154,60,0.36848759949207305,False
49,143,94,0.3682906426489353,False
116,144,28,0.36815746426582335,False
2,135,133,0.3680068001151085,False
58,119,61,0.36800636947154997,False
26,66,40,0.3679938316345215,False
43,96,53,0.3677929282188416,True
2,138,136,0.367787516862154,False
2,152,150,0.3677525073289871,False
11,119,108,0.3674800515174866,False
78,158,80,0.3671144559979439,False
10,51,41,0.367113932967186,False
36,105,69,0.36589200235903263,False
5,138,133,0.3656785637140274,False
4,68,64,0.36556609272956847,False
34,137,103,0.36549409925937654,False
40,85,45,0.3650755867362022,False
8,25,17,0.3649980008602142,False
6,21,15,0.36496696770191195,False
1,79,78,0.36493347138166427,False
101,139,38,0.36492356061935427,False
112,149,37,0.3642293706536293,False
85,105,20,0.36413846015930174,False
37,103,66,0.36412563621997834,False
39,141,102,0.36402103304862976,False
48,76,28,0.36392865180969236,False
69,145,76,0.3638243317604065,False
24,137,113,0.36341007351875304,False
7,70,63,0.3634065568447113,False
60,76,16,0.3632985547184944,False
107,136,29,0.36316930055618285,False
21,58,37,0.36307131946086885,False
52,80,28,0.36296610832214354,False
76,99,23,0.3628656193614006,False
1,68,67,0.36229991540312767,False
17,48,31,0.36210097521543505,True
1,100,99,0.3620491847395897,False
17,92,75,0.36181543469429017,False
93,134,41,0.36148004084825514,False
1,67,66,0.36116522923111916,False
8,39,31,0.3611084520816803,False
127,153,26,0.3609535038471222,False
47,107,60,0.3603542745113373,False
82,118,36,0.3601225882768631,False
105,121,16,0.36012114882469176,False
11,37,26,0.36004463881254195,False
4,114,110,0.35999501794576644,False
3,107,104,0.35995136201381683,True
98,140,42,0.35935655832290647,False
10,67,57,0.3586924135684967,False
82,151,69,0.3583976000547409,False
72,112,40,0.3583450436592102,False
27,50,23,0.35755998492240904,False
30,74,44,0.3571211650967598,False
45,117,72,0.3569724574685097,False
98,103,5,0.3567906454205513,False
23,61,38,0.3567564070224762,False
63,154,91,0.356666074693203,False
81,88,7,0.3561780333518982,False
9,66,57,0.3561712220311165,False
84,151,67,0.3560761779546738,False
83,137,54,0.3559179663658142,False
32,147,115,0.3554323993623257,False
56,141,85,0.35503303855657575,False
111,152,41,0.3546270437538624,False
45,89,44,0.3543078273534775,False
101,146,45,0.35400505438447,False
100,134,34,0.35338535271584987,False
125,144,19,0.3533326625823975,False
86,93,7,0.3531655818223953,False
47,76,29,0.35311824083328247,False
48,98,50,0.3531018793582916,False
99,144,45,0.35293632596731184,False
3,121,118,0.3527334645390511,False
37,73,36,0.35263251662254336,False
46,154,108,0.35256398618221285,False
142,149,7,0.35231956243515017,False
2,73,71,0.35225973278284073,False
30,54,24,0.35190475583076475,False
69,125,56,0.3515158146619797,False
13,115,102,0.35150203183293344,False
36,143,107,0.35029170513153074,False
83,130,47,0.34976220428943633,False
72,93,21,0.34957226663827895,False
6,24,18,0.3495477378368378,False
10,99,89,0.349332332611084,False
106,130,24,0.3493137717247009,False
106,129,23,0.3487855315208435,False
113,135,22,0.3485845930874348,False
135,142,7,0.3485204175114632,False
5,30,25,0.3483316272497177,False
103,121,18,0.34822445213794706,False
122,152,30,0.34727026969194413,False
49,118,69,0.34722081273794175,False
73,128,55,0.3466478392481804,False
63,116,53,0.34652097076177596,False
24,138,114,0.3461187113076448,False
23,128,105,0.3454039007425308,False
5,154,149,0.3450237810611725,False
12,107,95,0.34498191475868223,False
83,122,39,0.3449438750743866,False
124,147,23,0.3449425965547562,False
26,119,93,0.3446466729044914,False
99,157,58,0.3439667858183384,False
5,88,83,0.34385443180799485,False
51,148,97,0.34360158145427705,False
88,98,10,0.3432681143283844,False
30,147,117,0.34316116720438006,False
116,138,22,0.3430130660533905,False
1,51,50,0.3427399255335331,False
33,128,95,0.34270780682563784,False
54,110,56,0.3424372337758541,False
104,156,52,0.3424229994416237,False
14,147,133,0.3422907620668411,False
12,98,86,0.34225656390190123,False
58,104,46,0.3421769365668297,False
2,10,8,0.3420595146715641,False
38,147,109,0.3414927989244461,False
83,131,48,0.34043492525815966,False
115,153,38,0.340401379019022,False
36,142,106,0.340375916659832,False
12,68,56,0.3402585595846176,False
133,150,17,0.3398606896400452,False
32,48,16,0.3398091092705727,False
67,78,11,0.33973847329616547,False
107,134,27,0.33969900459051133,False
44,144,100,0.3392321810126305,False
55,114,59,0.33903974294662476,False
92,126,34,0.3386708274483681,False
1,138,137,0.33858624547719957,False
12,29,17,0.3380398482084274,False
15,49,34,0.33797565698623655,False
14,159,145,0.3378337502479553,False
30,123,93,0.3375622287392616,False
12,69,57,0.33699761927127836,False
29,126,97,0.3369761884212494,False
120,154,34,0.3368706554174423,False
77,145,68,0.3367955833673477,False
48,137,89,0.3366863265633583,False
3,9,6,0.3364620268344879,False
13,151,138,0.33631742000579834,False
88,107,19,0.336188280582428,False
66,75,9,0.33611376881599425,False
119,144,25,0.3359221965074539,False
78,152,74,0.33572098836302755,False
53,100,47,0.33561174422502515,False
24,51,27,0.3354570135474205,False
26,113,87,0.33537091314792633,False
4,49,45,0.335167920589447,False
86,108,22,0.33436129465699194,False
40,54,14,0.3343527793884277,True
113,148,35,0.3341973930597305,False
26,97,71,0.3337651610374451,False
70,117,47,0.3335792548954487,False
130,142,12,0.3331130504608154,False
36,100,64,0.3329352080821991,False
8,42,34,0.3324689507484436,False
89,155,66,0.33243856877088546,False
23,71,48,0.33242364302277566,False
110,126,16,0.33241753131151197,False
23,106,83,0.3321673393249512,False
123,159,36,0.3320339977741241,False
82,124,42,0.3317117586731911,False
4,21,17,0.3317034341394901,False
9,146,137,0.3314595643430948,False
71,83,12,0.3313414990901947,False
45,121,76,0.3312494717538357,False
41,140,99,0.33111179769039156,False
50,75,25,0.3311081320047379,False
20,27,7,0.330815427005291,False
89,110,21,0.3306672215461731,False
116,135,19,0.33060830533504487,False
66,155,89,0.3302297219634056,False
1,13,12,0.32979237735271455,False
36,146,110,0.3297151029109955,False
104,119,15,0.3286264419555664,False
16,107,91,0.32854671627283094,False
2,102,100,0.3284834176301956,False
10,149,139,0.3284041851758957,False
36,80,44,0.32811921536922456,False
2,89,87,0.32793963998556136,False
114,140,26,0.3277751535177231,False
51,58,7,0.3274861477315426,False
27,34,7,0.3274662494659424,False
32,92,60,0.3273127909749746,False
70,150,80,0.3271454930305481,False
9,24,15,0.32576383650302887,False
18,90,72,0.3257274366915226,False
100,106,6,0.3251546502113342,False
67,141,74,0.3251371830701828,False
97,148,51,0.3249620318412781,False
12,73,61,0.3248971924185753,False
36,86,50,0.32474999874830246,False
33,58,25,0.3244551792740822,False
68,94,26,0.324142187833786,False
129,154,25,0.32406230866909025,False
45,75,30,0.3239572197198868,False
93,140,47,0.3238756626844406,False
9,50,41,0.32375053912401197,False
3,152,149,0.32342311218380926,False
98,117,19,0.3230554163455963,False
14,141,127,0.32285774648189547,False
41,131,90,0.322748476266861,False
8,62,54,0.32252115160226824,False
13,117,104,0.3219658672809601,False
89,146,57,0.32183352410793303,False
19,131,112,0.3218170076608658,False
45,124,79,0.3214593827724457,False
56,117,61,0.32128299623727796,False
97,158,61,0.3209476709365845,False
1,24,23,0.3208648920059204,False
67,86,19,0.3208068758249283,False
150,159,9,0.3203225925564766,False
14,140,126,0.3202188745141029,False
37,129,92,0.3195960849523544,False
58,70,12,0.31947985142469404,False
45,112,67,0.3184450939297676,False
130,136,6,0.3181559592485428,False
91,101,10,0.31789984852075576,False
110,141,31,0.31677812337875366,False
91,131,40,0.3166876196861267,False
24,89,65,0.3166112393140793,False
39,61,22,0.31582363694906235,False
119,156,37,0.31533498466014864,False
23,69,46,0.31521346867084504,False
39,146,107,0.31499498784542085,False
118,155,37,0.3142294079065323,False
137,157,20,0.3141791373491287,False
55,88,33,0.31381109952926634,False
71,127,56,0.313809922337532,False
34,42,8,0.31327043622732165,False
3,106,103,0.31316191256046294,False
87,139,52,0.31298794522881507,False
103,150,47,0.31258219182491304,False
2,45,43,0.31239510178565977,False
117,133,16,0.3123821124434471,False
110,148,38,0.31206614673137667,False
70,84,14,0.3112979203462601,False
145,157,12,0.31100197732448576,False
58,71,13,0.31096299216151235,False
73,97,24,0.3108244851231575,False
25,76,51,0.3107744336128235,False
19,100,81,0.310600021481514,False
64,128,64,0.31047258377075193,False
20,73,53,0.3103079855442047,False
1,66,65,0.31024556010961535,False
32,130,98,0.3100335091352463,False
51,125,74,0.30937381982803347,False
33,144,111,0.3090507030487061,False
25,126,101,0.3088873133063316,False
24,38,14,0.30869636312127113,False
110,140,30,0.30859998911619185,False
20,141,121,0.3082790434360504,False
87,121,34,0.308264222741127,False
47,58,11,0.30825525522232056,False
53,134,81,0.3081409618258476,False
28,54,26,0.30788866281509397,False
10,97,87,0.3076405137777328,False
136,145,9,0.3075442612171173,False
102,122,20,0.30737937390804293,False
5,114,109,0.30709701031446457,False
5,65,60,0.30676151216030123,False
47,110,63,0.3067078709602356,False
90,132,42,0.3067058056592941,False
21,70,49,0.30615541338920593,False
4,63,59,0.3061271533370018,False
41,130,89,0.306011201441288,False
124,136,12,0.3057077653706074,False
40,134,94,0.30545241832733155,False
52,68,16,0.30500098168849943,False
48,69,21,0.30418656542897227,False
83,148,65,0.3040891826152802,False
76,142,66,0.3039185583591461,False
6,19,13,0.3038907915353775,False
72,106,34,0.3038260996341705,False
76,141,65,0.30368842631578447,False
50,73,23,0.30366291515529154,False
17,151,134,0.3036224529147148,False
126,144,18,0.30358108282089236,False
82,101,19,0.30331439673900606,False
78,132,54,0.30325978323817254,False
13,62,49,0.3023692801594734,False
59,65,6,0.30185495018959047,False
41,114,73,0.3016707569360733,False
117,135,18,0.3014644615352154,False
110,119,9,0.3004317760467529,False
32,51,19,0.30032155439257624,False
132,148,16,0.29993666186928747,False
83,136,53,0.29949615299701693,False
124,135,11,0.2988895416259766,False
85,149,64,0.2988068699836731,False
41,157,116,0.2986516796052456,False
111,154,43,0.2983267981559038,False
70,127,57,0.2978055186569691,False
98,106,8,0.29779982566833496,False
94,101,7,0.2976349413394928,False
10,143,133,0.29740033894777296,False
17,51,34,0.2973400209099054,False
2,140,138,0.29704647660255434,False
128,140,12,0.2966776564717293,False
94,139,45,0.29662665724754333,False
21,153,132,0.2965812921524048,False
10,108,98,0.2963889420032501,False
24,34,10,0.2963802248239517,False
108,146,38,0.2963497072458267,False
74,137,63,0.2961669579148293,False
11,121,110,0.29605046175420285,False
49,60,11,0.29579439461231233,False
49,65,16,0.2957271546125412,False
32,119,87,0.29569183737039567,False
52,72,20,0.29524137526750566,False
88,136,48,0.29503530710935594,False
58,158,100,0.29500613659620284,False
60,159,99,0.29490017592906953,False
47,78,31,0.29479135423898695,False
74,157,83,0.2947712868452072,False
38,59,21,0.29475230574607847,False
1,12,11,0.29463071972131727,False
19,84,65,0.29393810629844663,False
39,158,119,0.2938424527645111,False
126,136,10,0.2935954064130783,False
34,65,31,0.29341567754745485,False
37,45,8,0.2930807024240494,False
76,139,63,0.2930644452571869,False
53,157,104,0.29277036115527155,False
117,137,20,0.2925798110663891,False
63,88,25,0.2924954295158386,False
65,145,80,0.2918959092348814,False
84,150,66,0.29172574654221534,False
2,47,45,0.29158770143985746,False
7,12,5,0.29125656485557555,False
33,61,28,0.29106603264808656,False
34,122,88,0.2907640904188156,False
105,117,12,0.2905506581068039,False
47,73,26,0.29033600464463233,False
45,111,66,0.2902789741754532,False
82,109,27,0.289870648086071,False
130,144,14,0.2898599117994308,False
13,152,139,0.289779245108366,False
69,134,65,0.2897302769124508,False
26,123,97,0.2896650731563568,False
48,88,40,0.28959704041481016,False
67,152,85,0.2894985258579254,False
132,145,13,0.2894003868103027,False
37,68,31,0.2893668174743652,False
19,137,118,0.28933744728565214,False
76,129,53,0.28891524896025655,False
89,108,19,0.2888712912797928,False
86,129,43,0.288789988309145,False
62,109,47,0.2885106936097145,False
69,128,59,0.28842566162347794,False
2,84,82,0.2881696492433548,False
9,67,58,0.2881689339876175,False
125,148,23,0.28797970414161683,False
25,58,33,0.28774061650037763,False
